id,author,timestamp,phase,text,reply_to_id
581,Ana,2024-03-05T10:04:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
582,Sara,2024-03-05T10:48:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",32.0
583,Miguel,2024-03-05T11:08:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
584,Sara,2024-03-05T11:40:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
585,Leo,2024-03-05T12:22:00,polyvocal,"People in Hilltop say the soldiers help them, people in Old Town say they steal everything.",
586,Tarek,2024-03-05T12:51:00,polyvocal,"People in Industrial Park say the soldiers help them, people in North Station say they steal everything.",484.0
587,Neighbor_3A,2024-03-05T13:30:00,polyvocal,"People in North Station say the soldiers help them, people in Old Town say they steal everything.",
588,Neighbor_3A,2024-03-05T13:42:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",149.0
589,Ana,2024-03-05T14:00:00,polyvocal,"People in Old Town say the soldiers help them, people in Industrial Park say they steal everything.",
590,Omar,2024-03-05T14:29:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
591,Neighbor_3A,2024-03-05T14:48:00,polyvocal,"Some say the city is calm, others say it's burning. Which reality is true?",
592,Lena,2024-03-05T15:03:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
593,Mom,2024-03-05T15:24:00,polyvocal,"People in Old Town say the soldiers help them, people in Riverside say they steal everything.",
594,Leo,2024-03-05T15:57:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
595,Lena,2024-03-05T16:20:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",
596,Tarek,2024-03-05T16:52:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
597,Miguel,2024-03-05T16:58:00,polyvocal,"They stayed because they had nowhere to go, stop judging them from abroad.",
598,Leo,2024-03-05T17:28:00,polyvocal,"Look at the flags in that video, it feels staged to me. What do you see?",
599,Miguel,2024-03-05T18:06:00,polyvocal,"Occupiers film themselves handing out food, but they bombed the bakery last week.",426.0
600,Miguel,2024-03-05T18:49:00,polyvocal,"People in Hilltop say the soldiers help them, people in Riverside say they steal everything.",
601,Tarek,2024-03-05T19:08:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
602,Omar,2024-03-05T19:40:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
603,Lena,2024-03-05T20:25:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
604,Omar,2024-03-05T20:30:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",180.0
605,Ana,2024-03-05T20:45:00,emotional,I just want one day without checking if everyone is still alive.,
606,Neighbor_3A,2024-03-05T21:15:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
607,Mom,2024-03-05T21:36:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",289.0
608,Leo,2024-03-05T21:52:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",187.0
609,Lena,2024-03-05T22:30:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",320.0
610,Leo,2024-03-05T22:56:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
611,Omar,2024-03-05T23:28:00,emotional,I just want one day without checking if everyone is still alive.,
612,Mom,2024-03-05T23:47:00,emotional,I'm so tired of hating and being scared at the same time.,
613,Mom,2024-03-06T00:16:00,emotional,I'm so tired of hating and being scared at the same time.,
614,Tarek,2024-03-06T00:33:00,emotional,I'm so tired of hating and being scared at the same time.,
615,Mom,2024-03-06T01:02:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",2.0
616,Leo,2024-03-06T01:30:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
617,Neighbor_3A,2024-03-06T02:03:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
618,Neighbor_3A,2024-03-06T02:27:00,emotional,I just want one day without checking if everyone is still alive.,
619,Neighbor_3A,2024-03-06T02:47:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
620,Miguel,2024-03-06T03:29:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
621,Ana,2024-03-06T03:58:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",216.0
622,Mom,2024-03-06T04:16:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
623,Sara,2024-03-06T04:25:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
624,Lena,2024-03-06T05:04:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",414.0
625,Lena,2024-03-06T05:32:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
626,Miguel,2024-03-06T05:41:00,emotional,I just want one day without checking if everyone is still alive.,
627,Tarek,2024-03-06T06:19:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
628,Neighbor_3A,2024-03-06T06:33:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",15.0
629,Tarek,2024-03-06T06:38:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",623.0
630,Omar,2024-03-06T07:22:00,emotional,I just want one day without checking if everyone is still alive.,
631,Ana,2024-03-06T07:50:00,emotional,I'm so tired of hating and being scared at the same time.,
632,Neighbor_3A,2024-03-06T08:00:00,emotional,I'm so tired of hating and being scared at the same time.,
633,Lena,2024-03-06T08:08:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",619.0
634,Lena,2024-03-06T08:29:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
635,Lena,2024-03-06T08:47:00,emotional,I'm so tired of hating and being scared at the same time.,
636,Ana,2024-03-06T09:12:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
637,Miguel,2024-03-06T09:34:00,emotional,I just want one day without checking if everyone is still alive.,
638,Miguel,2024-03-06T09:44:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
639,Lena,2024-03-06T10:12:00,emotional,I'm so tired of hating and being scared at the same time.,
640,Omar,2024-03-06T10:49:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
641,Mom,2024-03-06T10:59:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
642,Omar,2024-03-06T11:28:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",433.0
643,Omar,2024-03-06T12:04:00,emotional,I just want one day without checking if everyone is still alive.,231.0
644,Miguel,2024-03-06T12:09:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
645,Sara,2024-03-06T12:40:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",243.0
646,Miguel,2024-03-06T12:47:00,emotional,I just want one day without checking if everyone is still alive.,584.0
647,Neighbor_3A,2024-03-06T12:57:00,emotional,I'm so tired of hating and being scared at the same time.,
648,Sara,2024-03-06T13:37:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
649,Omar,2024-03-06T14:18:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",130.0
650,Neighbor_3A,2024-03-06T14:35:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",356.0
651,Sara,2024-03-06T14:41:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
652,Ana,2024-03-06T14:59:00,emotional,I just want one day without checking if everyone is still alive.,
653,Tarek,2024-03-06T15:19:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",506.0
654,Mom,2024-03-06T15:42:00,emotional,I just want one day without checking if everyone is still alive.,254.0
655,Neighbor_3A,2024-03-06T15:52:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",563.0
656,Neighbor_3A,2024-03-06T15:58:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",162.0
657,Mom,2024-03-06T16:28:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
658,Mom,2024-03-06T16:34:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
659,Mom,2024-03-06T17:01:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",582.0
660,Neighbor_3A,2024-03-06T17:14:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
661,Omar,2024-03-06T17:23:00,emotional,I just want one day without checking if everyone is still alive.,312.0
662,Ana,2024-03-06T17:35:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",491.0
663,Leo,2024-03-06T17:42:00,emotional,I'm so tired of hating and being scared at the same time.,235.0
664,Neighbor_3A,2024-03-06T18:19:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
665,Tarek,2024-03-06T18:42:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
666,Omar,2024-03-06T19:03:00,emotional,I just want one day without checking if everyone is still alive.,
667,Lena,2024-03-06T19:12:00,emotional,I just want one day without checking if everyone is still alive.,
668,Sara,2024-03-06T19:22:00,emotional,I just want one day without checking if everyone is still alive.,136.0
669,Ana,2024-03-06T20:01:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
670,Omar,2024-03-06T20:34:00,emotional,I just want one day without checking if everyone is still alive.,598.0
671,Miguel,2024-03-06T20:39:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
672,Omar,2024-03-06T21:20:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
673,Miguel,2024-03-06T21:50:00,emotional,I'm so tired of hating and being scared at the same time.,
674,Mom,2024-03-06T22:33:00,emotional,I just want one day without checking if everyone is still alive.,
675,Mom,2024-03-06T22:59:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",3.0
676,Omar,2024-03-06T23:11:00,emotional,I just want one day without checking if everyone is still alive.,
677,Ana,2024-03-06T23:45:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
678,Lena,2024-03-07T00:19:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
679,Tarek,2024-03-07T00:46:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
680,Tarek,2024-03-07T01:09:00,emotional,I just want one day without checking if everyone is still alive.,
681,Miguel,2024-03-07T01:51:00,emotional,I'm so tired of hating and being scared at the same time.,
682,Sara,2024-03-07T02:04:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
683,Sara,2024-03-07T02:24:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
684,Omar,2024-03-07T02:48:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",212.0
685,Mom,2024-03-07T03:23:00,emotional,I'm so tired of hating and being scared at the same time.,
686,Neighbor_3A,2024-03-07T04:01:00,emotional,I just want one day without checking if everyone is still alive.,282.0
687,Tarek,2024-03-07T04:08:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
688,Lena,2024-03-07T04:22:00,emotional,I'm so tired of hating and being scared at the same time.,186.0
689,Lena,2024-03-07T04:30:00,emotional,I'm so tired of hating and being scared at the same time.,618.0
690,Omar,2024-03-07T05:09:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",410.0
691,Omar,2024-03-07T05:31:00,emotional,I'm so tired of hating and being scared at the same time.,
692,Ana,2024-03-07T06:01:00,emotional,I'm so tired of hating and being scared at the same time.,566.0
693,Lena,2024-03-07T06:34:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
694,Ana,2024-03-07T06:47:00,emotional,I just want one day without checking if everyone is still alive.,
695,Sara,2024-03-07T07:27:00,emotional,I just want one day without checking if everyone is still alive.,
696,Miguel,2024-03-07T07:36:00,emotional,I just want one day without checking if everyone is still alive.,269.0
697,Omar,2024-03-07T08:18:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
698,Sara,2024-03-07T08:42:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
699,Mom,2024-03-07T08:59:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
700,Mom,2024-03-07T09:39:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
701,Omar,2024-03-07T10:16:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
702,Mom,2024-03-07T10:47:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
703,Miguel,2024-03-07T11:19:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
704,Leo,2024-03-07T11:44:00,emotional,I'm so tired of hating and being scared at the same time.,310.0
705,Miguel,2024-03-07T12:14:00,emotional,I just want one day without checking if everyone is still alive.,
706,Ana,2024-03-07T12:43:00,emotional,I just want one day without checking if everyone is still alive.,
707,Omar,2024-03-07T13:05:00,emotional,I just want one day without checking if everyone is still alive.,
708,Ana,2024-03-07T13:31:00,emotional,I just want one day without checking if everyone is still alive.,306.0
709,Omar,2024-03-07T13:36:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
710,Tarek,2024-03-07T14:15:00,emotional,I just want one day without checking if everyone is still alive.,
711,Sara,2024-03-07T14:42:00,emotional,I'm so tired of hating and being scared at the same time.,487.0
712,Ana,2024-03-07T15:09:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
713,Neighbor_3A,2024-03-07T15:43:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
714,Mom,2024-03-07T16:07:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
715,Ana,2024-03-07T16:25:00,emotional,I just want one day without checking if everyone is still alive.,
716,Omar,2024-03-07T16:32:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
717,Sara,2024-03-07T16:49:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
718,Leo,2024-03-07T16:55:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
719,Tarek,2024-03-07T17:20:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
720,Ana,2024-03-07T17:48:00,emotional,I just want one day without checking if everyone is still alive.,
721,Omar,2024-03-07T18:20:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",392.0
722,Ana,2024-03-07T19:03:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
723,Tarek,2024-03-07T19:08:00,emotional,I just want one day without checking if everyone is still alive.,
724,Lena,2024-03-07T19:41:00,emotional,I just want one day without checking if everyone is still alive.,
725,Omar,2024-03-07T20:24:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
726,Ana,2024-03-07T20:54:00,emotional,I'm so tired of hating and being scared at the same time.,
727,Ana,2024-03-07T21:12:00,emotional,I just want one day without checking if everyone is still alive.,
728,Mom,2024-03-07T21:42:00,emotional,I just want one day without checking if everyone is still alive.,
729,Omar,2024-03-07T21:47:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
730,Mom,2024-03-07T22:18:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
731,Ana,2024-03-07T22:43:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
732,Tarek,2024-03-07T23:14:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
733,Neighbor_3A,2024-03-07T23:54:00,emotional,I'm so tired of hating and being scared at the same time.,
734,Ana,2024-03-08T00:22:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",373.0
735,Ana,2024-03-08T00:45:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
736,Mom,2024-03-08T01:20:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",5.0
737,Leo,2024-03-08T01:30:00,emotional,I just want one day without checking if everyone is still alive.,
738,Neighbor_3A,2024-03-08T01:56:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
739,Lena,2024-03-08T02:04:00,emotional,I just want one day without checking if everyone is still alive.,
740,Ana,2024-03-08T02:24:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",579.0
741,Ana,2024-03-08T02:52:00,emotional,I'm so tired of hating and being scared at the same time.,
742,Ana,2024-03-08T02:58:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
743,Neighbor_3A,2024-03-08T03:21:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",683.0
744,Mom,2024-03-08T03:45:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
745,Mom,2024-03-08T04:20:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
746,Miguel,2024-03-08T04:47:00,emotional,I'm so tired of hating and being scared at the same time.,
747,Miguel,2024-03-08T05:03:00,emotional,I just want one day without checking if everyone is still alive.,
748,Neighbor_3A,2024-03-08T05:42:00,emotional,I'm so tired of hating and being scared at the same time.,
749,Mom,2024-03-08T06:22:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
750,Omar,2024-03-08T06:39:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
751,Ana,2024-03-08T07:10:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",614.0
752,Neighbor_3A,2024-03-08T07:46:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
753,Tarek,2024-03-08T07:53:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
754,Lena,2024-03-08T08:10:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",109.0
755,Sara,2024-03-08T08:29:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",422.0
756,Omar,2024-03-08T09:14:00,emotional,I'm so tired of hating and being scared at the same time.,
757,Sara,2024-03-08T09:22:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",473.0
758,Leo,2024-03-08T09:30:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
759,Sara,2024-03-08T09:47:00,emotional,I just want one day without checking if everyone is still alive.,135.0
760,Ana,2024-03-08T10:15:00,emotional,I'm so tired of hating and being scared at the same time.,
761,Ana,2024-03-08T10:20:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
762,Neighbor_3A,2024-03-08T10:36:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",521.0
763,Lena,2024-03-08T10:48:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
764,Sara,2024-03-08T11:02:00,emotional,I'm so tired of hating and being scared at the same time.,
765,Omar,2024-03-08T11:19:00,emotional,I just want one day without checking if everyone is still alive.,137.0
766,Omar,2024-03-08T11:52:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
767,Ana,2024-03-08T12:10:00,emotional,I'm so tired of hating and being scared at the same time.,
768,Ana,2024-03-08T12:41:00,emotional,I just want one day without checking if everyone is still alive.,
769,Mom,2024-03-08T13:07:00,emotional,I just want one day without checking if everyone is still alive.,
770,Neighbor_3A,2024-03-08T13:25:00,emotional,I'm so tired of hating and being scared at the same time.,
771,Tarek,2024-03-08T13:33:00,emotional,I just want one day without checking if everyone is still alive.,98.0
772,Lena,2024-03-08T13:52:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
773,Sara,2024-03-08T14:06:00,emotional,I'm so tired of hating and being scared at the same time.,
774,Tarek,2024-03-08T14:42:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
775,Mom,2024-03-08T15:27:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
776,Omar,2024-03-08T15:54:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
777,Mom,2024-03-08T16:28:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",631.0
778,Miguel,2024-03-08T16:41:00,emotional,I just want one day without checking if everyone is still alive.,
779,Tarek,2024-03-08T17:25:00,emotional,I'm so tired of hating and being scared at the same time.,
780,Sara,2024-03-08T17:56:00,emotional,I'm so tired of hating and being scared at the same time.,
781,Neighbor_3A,2024-03-08T18:12:00,emotional,I'm so tired of hating and being scared at the same time.,
782,Neighbor_3A,2024-03-08T18:52:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
783,Sara,2024-03-08T19:10:00,emotional,I'm so tired of hating and being scared at the same time.,
784,Mom,2024-03-08T19:33:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",712.0
785,Leo,2024-03-08T20:08:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
786,Omar,2024-03-08T20:26:00,emotional,I just want one day without checking if everyone is still alive.,
787,Mom,2024-03-08T21:09:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
788,Mom,2024-03-08T21:15:00,emotional,I'm so tired of hating and being scared at the same time.,
789,Neighbor_3A,2024-03-08T21:55:00,emotional,I just want one day without checking if everyone is still alive.,
790,Tarek,2024-03-08T22:37:00,emotional,I'm so tired of hating and being scared at the same time.,
791,Sara,2024-03-08T22:58:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
792,Tarek,2024-03-08T23:15:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",596.0
793,Omar,2024-03-08T23:33:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
794,Leo,2024-03-08T23:53:00,emotional,I'm so tired of hating and being scared at the same time.,
795,Miguel,2024-03-08T23:58:00,emotional,I'm so tired of hating and being scared at the same time.,
796,Mom,2024-03-09T00:18:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
797,Lena,2024-03-09T00:38:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
798,Omar,2024-03-09T00:59:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
799,Leo,2024-03-09T01:12:00,emotional,I just want one day without checking if everyone is still alive.,
800,Mom,2024-03-09T01:54:00,emotional,I just want one day without checking if everyone is still alive.,580.0
801,Lena,2024-03-09T02:36:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
802,Lena,2024-03-09T02:56:00,emotional,I just want one day without checking if everyone is still alive.,432.0
803,Lena,2024-03-09T03:39:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
804,Mom,2024-03-09T03:44:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
805,Ana,2024-03-09T04:09:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",43.0
806,Leo,2024-03-09T04:46:00,emotional,I'm so tired of hating and being scared at the same time.,
807,Miguel,2024-03-09T05:31:00,emotional,I just want one day without checking if everyone is still alive.,374.0
808,Tarek,2024-03-09T05:44:00,emotional,I'm so tired of hating and being scared at the same time.,
809,Sara,2024-03-09T05:59:00,emotional,I'm so tired of hating and being scared at the same time.,58.0
810,Omar,2024-03-09T06:44:00,emotional,I just want one day without checking if everyone is still alive.,138.0
811,Neighbor_3A,2024-03-09T07:01:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
812,Tarek,2024-03-09T07:11:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
813,Tarek,2024-03-09T07:49:00,emotional,I just want one day without checking if everyone is still alive.,131.0
814,Omar,2024-03-09T08:07:00,emotional,I'm so tired of hating and being scared at the same time.,
815,Mom,2024-03-09T08:41:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
816,Leo,2024-03-09T08:46:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
817,Sara,2024-03-09T09:23:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
818,Mom,2024-03-09T09:46:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
819,Mom,2024-03-09T09:55:00,emotional,I just want one day without checking if everyone is still alive.,
820,Ana,2024-03-09T10:37:00,emotional,I'm so tired of hating and being scared at the same time.,
821,Sara,2024-03-09T11:07:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
822,Sara,2024-03-09T11:33:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
823,Sara,2024-03-09T11:40:00,emotional,I just want one day without checking if everyone is still alive.,557.0
824,Neighbor_3A,2024-03-09T11:54:00,emotional,I just want one day without checking if everyone is still alive.,
825,Miguel,2024-03-09T12:04:00,emotional,I just want one day without checking if everyone is still alive.,
826,Sara,2024-03-09T12:20:00,emotional,I just want one day without checking if everyone is still alive.,
827,Mom,2024-03-09T12:33:00,emotional,I'm so tired of hating and being scared at the same time.,
828,Ana,2024-03-09T12:52:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
829,Lena,2024-03-09T13:09:00,emotional,I'm so tired of hating and being scared at the same time.,
830,Sara,2024-03-09T13:34:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
831,Tarek,2024-03-09T14:19:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
832,Omar,2024-03-09T14:25:00,emotional,I just want one day without checking if everyone is still alive.,
833,Leo,2024-03-09T15:09:00,emotional,I'm so tired of hating and being scared at the same time.,782.0
834,Tarek,2024-03-09T15:39:00,emotional,I just want one day without checking if everyone is still alive.,
835,Ana,2024-03-09T15:44:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",747.0
836,Leo,2024-03-09T16:00:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",464.0
837,Sara,2024-03-09T16:34:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
838,Lena,2024-03-09T17:17:00,emotional,"I can't stop shaking, every loud sound feels like incoming fire.",
839,Miguel,2024-03-09T17:46:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
840,Omar,2024-03-09T18:06:00,emotional,I just want one day without checking if everyone is still alive.,
841,Leo,2024-03-09T18:13:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",39.0
842,Sara,2024-03-09T18:50:00,emotional,I just want one day without checking if everyone is still alive.,
843,Omar,2024-03-09T19:07:00,emotional,"I dream of swimming again in the sea, not in this grey dust.",
844,Tarek,2024-03-09T19:51:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
845,Omar,2024-03-09T20:00:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
846,Omar,2024-03-09T20:41:00,emotional,I'm so tired of hating and being scared at the same time.,
847,Tarek,2024-03-09T21:26:00,emotional,I just want one day without checking if everyone is still alive.,
848,Tarek,2024-03-09T21:39:00,emotional,I just want one day without checking if everyone is still alive.,
849,Mom,2024-03-09T21:55:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
850,Leo,2024-03-09T22:08:00,emotional,"Rashists, you mutilate children and call it a mission. Get out.",
851,Miguel,2024-03-09T22:52:00,routine,"No power again in block C, when does the schedule say it comes back?",
852,Lena,2024-03-09T23:06:00,routine,"Water truck on River St until 16:00, bring your own containers.",
853,Neighbor_3A,2024-03-09T23:35:00,routine,"Queue for bread started at 6AM today, already 40 people.",185.0
854,Sara,2024-03-10T00:20:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",
855,Miguel,2024-03-10T01:04:00,routine,"Queue for bread started at 6AM today, already 40 people.",
856,Tarek,2024-03-10T01:47:00,routine,"Queue for bread started at 6AM today, already 40 people.",
857,Sara,2024-03-10T01:52:00,routine,"Queue for bread started at 6AM today, already 40 people.",366.0
858,Omar,2024-03-10T02:21:00,routine,"Queue for bread started at 6AM today, already 40 people.",
859,Sara,2024-03-10T02:44:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",648.0
860,Sara,2024-03-10T02:51:00,routine,"Water truck on River St until 16:00, bring your own containers.",
861,Sara,2024-03-10T02:57:00,routine,"No power again in block C, when does the schedule say it comes back?",520.0
862,Omar,2024-03-10T03:36:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
863,Mom,2024-03-10T03:59:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",30.0
864,Lena,2024-03-10T04:23:00,routine,"No power again in block C, when does the schedule say it comes back?",
865,Omar,2024-03-10T04:33:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",
866,Miguel,2024-03-10T05:14:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
867,Neighbor_3A,2024-03-10T05:35:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
868,Leo,2024-03-10T06:00:00,routine,"No power again in block C, when does the schedule say it comes back?",
869,Mom,2024-03-10T06:18:00,routine,"Queue for bread started at 6AM today, already 40 people.",
870,Lena,2024-03-10T06:43:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
871,Mom,2024-03-10T07:17:00,routine,"Queue for bread started at 6AM today, already 40 people.",300.0
872,Miguel,2024-03-10T07:52:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
